"COMMON.NAME","SCIENTIFIC.NAME"
"Red-whiskered Bulbul","Pycnonotus jocosus"
"Northern Lapwing","Vanellus vanellus"
"Indian Roller","Coracias benghalensis"
"Eurasian Wigeon","Mareca penelope"
"Tickell's Blue Flycatcher","Cyornis tickelliae"
"Cotton Pygmy-Goose","Nettapus coromandelianus"
"Mallard","Anas platyrhynchos"
"Black-rumped Flameback","Dinopium benghalense"
"Bluethroat","Luscinia svecica"
"Purple-rumped Sunbird","Leptocoma zeylonica"
"Short-toed Snake-Eagle","Circaetus gallicus"
"Large-billed Crow","Corvus macrorhynchos"
"Sykes's Short-toed Lark","Calandrella dukhunensis"
"Demoiselle Crane","Anthropoides virgo"
"Common Sandpiper","Actitis hypoleucos"
"Slender-billed Gull","Chroicocephalus genei"
"Eurasian Hoopoe","Upupa epops"
"Common Pochard","Aythya ferina"
"Green-winged Teal","Anas crecca"
"Sarus Crane","Antigone antigone"
"Nilgiri Flycatcher","Eumyias albicaudatus"
"Indian Vulture","Gyps indicus"
"Indian Silverbill","Euodice malabarica"
"Spot-winged Starling","Saroglossa spilopterus"
"Kalij Pheasant","Lophura leucomelanos"
"Indian Yellow Tit","Machlolophus aplonotus"
"Long-tailed Duck","Clangula hyemalis"
"Little Stint","Calidris minuta"
"Siberian Crane","Leucogeranus leucogeranus"
"Common Iora","Aegithina tiphia"
"Brown-breasted Flycatcher","Muscicapa muttui"
"Indian Cormorant","Phalacrocorax fuscicollis"
"Desert Wheatear","Oenanthe deserti"
"White-bellied Heron","Ardea insignis"
"Indian White-eye","Zosterops palpebrosus"
"Gray-throated Martin","Riparia chinensis"
"Barn Swallow","Hirundo rustica"
"Red-headed Vulture","Sarcogyps calvus"
"Black Bittern","Ixobrychus flavicollis"
"Tickell's Thrush","Turdus unicolor"
"Intermediate Egret","Ardea intermedia"
"Pied Harrier","Circus melanoleucos"
"Pied Bushchat","Saxicola caprata"
"Brahminy Starling","Sturnia pagodarum"
"White-rumped Vulture","Gyps bengalensis"
"Red-breasted Flycatcher","Ficedula parva"
"White-browed Wagtail","Motacilla maderaspatensis"
"Oriental Magpie-Robin","Copsychus saularis"
"Western Yellow Wagtail","Motacilla flava"
"Common Woodshrike","Tephrodornis pondicerianus"
"Greater Racket-tailed Drongo","Dicrurus paradiseus"
"Gray-breasted Prinia","Prinia hodgsonii"
"Spotted Owlet","Athene brama"
"Sand Lark","Alaudala raytal"
"Black Francolin","Francolinus francolinus"
"Indian Robin","Copsychus fulicatus"
"Long-legged Buzzard","Buteo rufinus"
"Egyptian Vulture","Neophron percnopterus"
"Mountain Hawk-Eagle","Nisaetus nipalensis"
"Indian Pond-Heron","Ardeola grayii"
"Indian Spot-billed Duck","Anas poecilorhyncha"
"Black Drongo","Dicrurus macrocercus"
"Blue-faced Malkoha","Phaenicophaeus viridirostris"
"Paddyfield Pipit","Anthus rufulus"
"Black-chinned Babbler","Cyanoderma pyrrhops"
"White-browed Bulbul","Pycnonotus luteolus"
"Cattle Egret","Bubulcus ibis"
"Wayanad Laughingthrush","Ianthocincla delesserti"
"Bar-headed Goose","Anser indicus"
"Tawny Pipit","Anthus campestris"
"Black Kite","Milvus migrans"
"Gray Bushchat","Saxicola ferreus"
"Loten's Sunbird","Cinnyris lotenius"
"Richard's Pipit","Anthus richardi"
"Greater Coucal","Centropus sinensis"
"Black-winged Kite","Elanus caeruleus"
"House Sparrow","Passer domesticus"
"Eurasian Marsh-Harrier","Circus aeruginosus"
"Brown-backed Needletail","Hirundapus giganteus"
"Ashy Drongo","Dicrurus leucophaeus"
"Bronze-winged Jacana","Metopidius indicus"
"Common Myna","Acridotheres tristis"
"Red-vented Bulbul","Pycnonotus cafer"
"Large Gray Babbler","Turdoides malcolmi"
"White-eared Bulbul","Pycnonotus leucotis"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Rufous Treepie","Dendrocitta vagabunda"
"Little Cormorant","Microcarbo niger"
"Plum-headed Parakeet","Psittacula cyanocephala"
"Great Egret","Ardea alba"
"Long-tailed Shrike","Lanius schach"
"Common Greenshank","Tringa nebularia"
"Gray Heron","Ardea cinerea"
"Northern Shoveler","Spatula clypeata"
"Oriental Darter","Anhinga melanogaster"
"Eurasian Spoonbill","Platalea leucorodia"
"Northern Pintail","Anas acuta"
"White-throated Kingfisher","Halcyon smyrnensis"
"Indian Golden Oriole","Oriolus kundoo"
"Citrine Wagtail","Motacilla citreola"
"Brown-cheeked Fulvetta","Alcippe poioicephala"
"Indian Thick-knee","Burhinus indicus"
"Yellow-billed Babbler","Turdoides affinis"
"Nilgiri Flowerpecker","Dicaeum concolor"
"Painted Stork","Mycteria leucocephala"
"Alexandrine Parakeet","Psittacula eupatria"
"Whiskered Tern","Chlidonias hybrida"
"Jungle Babbler","Turdoides striata"
"Gadwall","Mareca strepera"
"Black Redstart","Phoenicurus ochruros"
"Graylag Goose","Anser anser"
"Gray-winged Blackbird","Turdus boulboul"
"Little Swift","Apus affinis"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos"
"Tree Pipit","Anthus trivialis"
"Black-winged Stilt","Himantopus himantopus"
"White-eyed Buzzard","Butastur teesa"
"Blyth's Reed Warbler","Acrocephalus dumetorum"
"Black-crowned Night-Heron","Nycticorax nycticorax"
"Garganey","Spatula querquedula"
"Heart-spotted Woodpecker","Hemicircus canente"
"Purple Sunbird","Cinnyris asiaticus"
"Yellow-throated Sparrow","Gymnoris xanthocollis"
"Chestnut-bellied Nuthatch","Sitta cinnamoventris"
"Gull-billed Tern","Gelochelidon nilotica"
"Asian Barred Owlet","Glaucidium cuculoides"
"Black-necked Stork","Ephippiorhynchus asiaticus"
"Asian Koel","Eudynamys scolopaceus"
"Indian Swiftlet","Aerodramus unicolor"
"Asian Palm-Swift","Cypsiurus balasiensis"
"House Crow","Corvus splendens"
"Eurasian Coot","Fulica atra"
"Gray Wagtail","Motacilla cinerea"
"Gray-headed Swamphen","Porphyrio poliocephalus"
"Eurasian Collared-Dove","Streptopelia decaocto"
"Green Bee-eater","Merops orientalis"
"Red-crested Pochard","Netta rufina"
"Cinereous Tit","Parus cinereus"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Terek Sandpiper","Xenus cinereus"
"Black Eagle","Ictinaetus malaiensis"
"Buff-barred Warbler","Phylloscopus pulcher"
"Gray Francolin","Francolinus pondicerianus"
"Red-rumped Swallow","Cecropis daurica"
"Red-wattled Lapwing","Vanellus indicus"
"Large Cuckooshrike","Coracina macei"
"Wood Sandpiper","Tringa glareola"
"Striated Heron","Butorides striata"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Vernal Hanging-Parrot","Loriculus vernalis"
"Black-hooded Oriole","Oriolus xanthornus"
"Indian Scops-Owl","Otus bakkamoena"
"Scaly Thrush","Zoothera dauma"
"Little Egret","Egretta garzetta"
"Blue Whistling-Thrush","Myophonus caeruleus"
"Black-headed Ibis","Threskiornis melanocephalus"
"Bay-backed Shrike","Lanius vittatus"
"Asian Openbill","Anastomus oscitans"
"Pallid Harrier","Circus macrourus"
"Crested Serpent-Eagle","Spilornis cheela"
"Oriental Scops-Owl","Otus sunia"
"White-rumped Shama","Copsychus malabaricus"
"Gray-headed Woodpecker","Picus canus"
"Eurasian Moorhen","Gallinula chloropus"
"Spotted Dove","Streptopelia chinensis"
"Indian Paradise-Flycatcher","Terpsiphone paradisi"
"Stork-billed Kingfisher","Pelargopsis capensis"
"Yellow-billed Blue-Magpie","Urocissa flavirostris"
"Indian Peafowl","Pavo cristatus"
"Himalayan Griffon","Gyps himalayensis"
"Yellow-eyed Babbler","Chrysomma sinense"
"Common Tailorbird","Orthotomus sutorius"
"Red Avadavat","Amandava amandava"
"Purple Heron","Ardea purpurea"
"Little Grebe","Tachybaptus ruficollis"
"Ruddy Shelduck","Tadorna ferruginea"
"Taiga Flycatcher","Ficedula albicilla"
"Himalayan Black-lored Tit","Machlolophus xanthogenys"
"Oriental Honey-buzzard","Pernis ptilorhynchus"
"Greater Flamingo","Phoenicopterus roseus"
"Pink-browed Rosefinch","Carpodacus rodochroa"
"Common Hawk-Cuckoo","Hierococcyx varius"
"Little Bunting","Emberiza pusilla"
"Paddyfield Warbler","Acrocephalus agricola"
"Spot-billed Pelican","Pelecanus philippensis"
"Eurasian Kestrel","Falco tinnunculus"
"River Tern","Sterna aurantia"
"Spotted Redshank","Tringa erythropus"
"Asian Fairy-bluebird","Irena puella"
"Flame-throated Bulbul","Rubigula gularis"
"Black-headed Cuckooshrike","Lalage melanoptera"
"Common Chiffchaff","Phylloscopus collybita"
"Laughing Dove","Streptopelia senegalensis"
"White-breasted Waterhen","Amaurornis phoenicurus"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Kentish Plover","Charadrius alexandrinus"
"Common Redshank","Tringa totanus"
"Himalayan Cuckoo","Cuculus saturatus"
"White-cheeked Barbet","Psilopogon viridis"
"Hume's Warbler","Phylloscopus humei"
"Baya Weaver","Ploceus philippinus"
"Wire-tailed Swallow","Hirundo smithii"
"Orange Minivet","Pericrocotus flammeus"
"Brahminy Kite","Haliastur indus"
"Black-crested Bulbul","Rubigula flaviventris"
"Ashy-crowned Sparrow-Lark","Eremopterix griseus"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"White-bellied Drongo","Dicrurus caerulescens"
"Rufous-gorgeted Flycatcher","Ficedula strophiata"
"White-headed Starling","Sturnia erythropygia"
"Rose-ringed Parakeet","Psittacula krameri"
"Common Rosefinch","Carpodacus erythrinus"
"Greater Sand-Plover","Charadrius leschenaultii"
"Yellow-bellied Warbler","Abroscopus superciliaris"
"Clamorous Reed Warbler","Acrocephalus stentoreus"
"River Lapwing","Vanellus duvaucelii"
"Green Sandpiper","Tringa ochropus"
"Forest Wagtail","Dendronanthus indicus"
"Jungle Myna","Acridotheres fuscus"
"Short-billed Minivet","Pericrocotus brevirostris"
"Rosy Starling","Pastor roseus"
"Ashy Prinia","Prinia socialis"
"Black-headed Gull","Chroicocephalus ridibundus"
"White-browed Fantail","Rhipidura aureola"
"Jungle Bush-Quail","Perdicula asiatica"
"Black-tailed Godwit","Limosa limosa"
"White-tailed Nuthatch","Sitta himalayensis"
"Western Crowned Warbler","Phylloscopus occipitalis"
"Common Cuckoo","Cuculus canorus"
"Slaty-headed Parakeet","Psittacula himalayana"
"Tytler's Leaf Warbler","Phylloscopus tytleri"
"Plain Prinia","Prinia inornata"
"Small Pratincole","Glareola lactea"
"Pied Kingfisher","Ceryle rudis"
"Dusky Crag-Martin","Ptyonoprogne concolor"
"Chestnut-tailed Minla","Actinodura strigula"
"Rufous-tailed Lark","Ammomanes phoenicura"
"Indian Scimitar-Babbler","Pomatorhinus horsfieldii"
"Tawny Eagle","Aquila rapax"
"Gray-backed Shrike","Lanius tephronotus"
"Common Kingfisher","Alcedo atthis"
"Siberian Stonechat","Saxicola maurus"
"Small Minivet","Pericrocotus cinnamomeus"
"Bronzed Drongo","Dicrurus aeneus"
"Bank Myna","Acridotheres ginginianus"
"Long-tailed Minivet","Pericrocotus ethologus"
"Long-tailed Sibia","Heterophasia picaoides"
"Imperial Eagle","Aquila heliaca"
"Greater Spotted Eagle","Clanga clanga"
"Shikra","Accipiter badius"
"Puff-throated Babbler","Pellorneum ruficeps"
"Red Collared-Dove","Streptopelia tranquebarica"
"Jungle Prinia","Prinia sylvatica"
"Great Barbet","Psilopogon virens"
"Ruff","Calidris pugnax"
"Ashy Woodswallow","Artamus fuscus"
"Scarlet Minivet","Pericrocotus speciosus"
"Yellow-crowned Woodpecker","Leiopicus mahrattensis"
"Common Hill Myna","Gracula religiosa"
"Rufous-bellied Niltava","Niltava sundara"
"Brown Shrike","Lanius cristatus"
"Indian Courser","Cursorius coromandelicus"
"Plain Mountain-Finch","Leucosticte nemoricola"
"Marsh Sandpiper","Tringa stagnatilis"
"Horned Lark","Eremophila alpestris"
"Black-capped Kingfisher","Halcyon pileata"
"Great White Pelican","Pelecanus onocrotalus"
"White Wagtail","Motacilla alba"
"Bar-tailed Treecreeper","Certhia himalayana"
"White-rumped Munia","Lonchura striata"
"Fire-tailed Sunbird","Aethopyga ignicauda"
"Black-necked Crane","Grus nigricollis"
"Dusky Eagle-Owl","Bubo coromandus"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Slaty-breasted Rail","Lewinia striata"
"White-capped Redstart","Phoenicurus leucocephalus"
"Square-tailed Bulbul","Hypsipetes ganeesa"
"Indian Nuthatch","Sitta castanea"
"Pacific Golden-Plover","Pluvialis fulva"
"White-tailed Iora","Aegithina nigrolutea"
"Alpine Swift","Apus melba"
"Little Tern","Sternula albifrons"
"Verditer Flycatcher","Eumyias thalassinus"
"Black-bellied Plover","Pluvialis squatarola"
"Black-bellied Tern","Sterna acuticauda"
"Lesser Sand-Plover","Charadrius mongolus"
"Spot-breasted Fantail","Rhipidura albogularis"
"European Starling","Sturnus vulgaris"
"Blue-cheeked Bee-eater","Merops persicus"
"Scaly-breasted Munia","Lonchura punctulata"
"Black Bulbul","Hypsipetes leucocephalus"
"Yellow-legged Buttonquail","Turnix tanki"
"Indian Gray Hornbill","Ocyceros birostris"
"Asian Pied Starling","Gracupica contra"
"Brown-headed Barbet","Psilopogon zeylanicus"
"Speckled Piculet","Picumnus innominatus"
"Golden-fronted Leafbird","Chloropsis aurifrons"
"Blue-throated Barbet","Psilopogon asiaticus"
"Red-naped Ibis","Pseudibis papillosa"
"Pied Cuckoo","Clamator jacobinus"
"Malabar Parakeet","Psittacula columboides"
"Ashy Bulbul","Hemixos flavala"
"Tufted Duck","Aythya fuligula"
"Eurasian Tree Sparrow","Passer montanus"
"Jungle Owlet","Glaucidium radiatum"
"Dark-fronted Babbler","Rhopocichla atriceps"
"Mountain Imperial-Pigeon","Ducula badia"
"Jerdon's Bushlark","Mirafra affinis"
"Cinnamon Bittern","Ixobrychus cinnamomeus"
"Red-headed Bullfinch","Pyrrhula erythrocephala"
"Plaintive Cuckoo","Cacomantis merulinus"
"Olive-backed Pipit","Anthus hodgsoni"
"Eurasian Curlew","Numenius arquata"
"Mottled Wood-Owl","Strix ocellata"
"Malabar Whistling-Thrush","Myophonus horsfieldii"
"Yellow-browed Bulbul","Iole indica"
"Greenish Warbler","Phylloscopus trochiloides"
"Gray-headed Canary-Flycatcher","Culicicapa ceylonensis"
"Rusty-cheeked Scimitar-Babbler","Megapomatorhinus erythrogenys"
"Temminck's Stint","Calidris temminckii"
"Great Cormorant","Phalacrocorax carbo"
"Woolly-necked Stork","Ciconia episcopus"
"White-cheeked Nuthatch","Sitta leucopsis"
"Hair-crested Drongo","Dicrurus hottentottus"
"Painted Francolin","Francolinus pictus"
"Green Imperial-Pigeon","Ducula aenea"
"Gray Junglefowl","Gallus sonneratii"
"Ferruginous Duck","Aythya nyroca"
"Asian Brown Flycatcher","Muscicapa dauurica"
"Blue-bearded Bee-eater","Nyctyornis athertoni"
"Coppersmith Barbet","Psilopogon haemacephalus"
"Red-billed Blue-Magpie","Urocissa erythroryncha"
"Streak-throated Woodpecker","Picus xanthopygaeus"
"Booted Eagle","Hieraaetus pennatus"
"Western Reef-Heron","Egretta gularis"
"Graceful Prinia","Prinia gracilis"
"Great Crested Tern","Thalasseus bergii"
"Streaked Weaver","Ploceus manyar"
"Booted Warbler","Iduna caligata"
"Spectacled Finch","Callacanthis burtoni"
"Little Ringed Plover","Charadrius dubius"
"Sulphur-bellied Warbler","Phylloscopus griseolus"
"White-cheeked Partridge","Arborophila atrogularis"
"Malabar Pied-Hornbill","Anthracoceros coronatus"
"Crimson Sunbird","Aethopyga siparaja"
"Rufous-throated Partridge","Arborophila rufogularis"
"Chestnut-tailed Starling","Sturnia malabarica"
"Red Junglefowl","Gallus gallus"
"Blue-tailed Bee-eater","Merops philippinus"
"Coal Tit","Periparus ater"
"Osprey","Pandion haliaetus"
"Greater Painted-Snipe","Rostratula benghalensis"
"Brown-fronted Woodpecker","Dendrocoptes auriceps"
"Tricolored Munia","Lonchura malacca"
"Black-winged Cuckooshrike","Lalage melaschistos"
"Red-necked Falcon","Falco chicquera"
"Great Gray Shrike","Lanius excubitor"
"Pallas's Sandgrouse","Syrrhaptes paradoxus"
"Pied Avocet","Recurvirostra avosetta"
"Horned Grebe","Podiceps auritus"
"Rock Pigeon","Columba livia"
"Malabar Gray Hornbill","Ocyceros griseus"
"Black-throated Munia","Lonchura kelaarti"
"Indian Spotted Creeper","Salpornis spilonota"
"Eastern Orphean Warbler","Sylvia crassirostris"
"Himalayan Buzzard","Buteo refectus"
"Red-breasted Parakeet","Psittacula alexandri"
"Chestnut-crowned Laughingthrush","Trochalopteron erythrocephalum"
"Malabar Barbet","Psilopogon malabaricus"
"Green-backed Tit","Parus monticolus"
"White-collared Blackbird","Turdus albocinctus"
"Curlew Sandpiper","Calidris ferruginea"
"Fire-fronted Serin","Serinus pusillus"
"Indian Bushlark","Mirafra erythroptera"
"Black Stork","Ciconia nigra"
"Mangrove Whistler","Pachycephala cinerea"
"Gray-bellied Cuckoo","Cacomantis passerinus"
"White-tailed Lapwing","Vanellus leucurus"
"Crested Lark","Galerida cristata"
"Rufous-breasted Accentor","Prunella strophiata"
"Bearded Vulture","Gypaetus barbatus"
"Eurasian Wren","Troglodytes troglodytes"
"Altai Accentor","Prunella himalayana"
"Streak-throated Swallow","Petrochelidon fluvicola"
"Vigors's Sunbird","Aethopyga vigorsii"
"Orange-bellied Leafbird","Chloropsis hardwickii"
"Blue Rock-Thrush","Monticola solitarius"
"Red Spurfowl","Galloperdix spadicea"
"Streaked Laughingthrush","Trochalopteron lineatum"
"White-throated Laughingthrush","Ianthocincla albogularis"
"Glossy Ibis","Plegadis falcinellus"
"Great Crested Grebe","Podiceps cristatus"
"Common House-Martin","Delichon urbicum"
"Dollarbird","Eurystomus orientalis"
"Mountain Scops-Owl","Otus spilocephalus"
"Common Snipe","Gallinago gallinago"
"Rufous-bellied Woodpecker","Dendrocopos hyperythrus"
"Black-faced Warbler","Abroscopus schisticeps"
"Rock Bunting","Emberiza cia"
"White-throated Fantail","Rhipidura albicollis"
"Great Hornbill","Buceros bicornis"
"Greater Flameback","Chrysocolaptes guttacristatus"
"White-naped Woodpecker","Chrysocolaptes festivus"
"Lesser Black-backed Gull","Larus fuscus"
"Montagu's Harrier","Circus pygargus"
"Crimson-breasted Woodpecker","Dryobates cathpharius"
"Green-tailed Sunbird","Aethopyga nipalensis"
"Koklass Pheasant","Pucrasia macrolopha"
"Brown Dipper","Cinclus pallasii"
"Lemon-rumped Warbler","Phylloscopus chloronotus"
"Chukar","Alectoris chukar"
"European Goldfinch","Carduelis carduelis"
"Ultramarine Flycatcher","Ficedula superciliaris"
"Swamp Francolin","Francolinus gularis"
"Dunlin","Calidris alpina"
"Oriental Pratincole","Glareola maldivarum"
"Chestnut-bellied Rock-Thrush","Monticola rufiventris"
"Bimaculated Lark","Melanocorypha bimaculata"
"Brownish-flanked Bush Warbler","Horornis fortipes"
"White-bellied Minivet","Pericrocotus erythropygius"
"Crested Treeswift","Hemiprocne coronata"
"White Stork","Ciconia ciconia"
"Ruddy-breasted Crake","Zapornia fusca"
"Bar-winged Flycatcher-shrike","Hemipus picatus"
"Macqueen's Bustard","Chlamydotis macqueenii"
"Baillon's Crake","Zapornia pusilla"
"Rufous-naped Tit","Periparus rufonuchalis"
"Rufous-necked Laughingthrush","Ianthocincla ruficollis"
"Pin-tailed Snipe","Gallinago stenura"
"Eurasian Griffon","Gyps fulvus"
"Chestnut-headed Bee-eater","Merops leschenaulti"
"Himalayan Shrike-Babbler","Pteruthius ripleyi"
"Scaly-bellied Woodpecker","Picus squamatus"
"Hill Partridge","Arborophila torqueola"
"Indian Nightjar","Caprimulgus asiaticus"
"Slaty-blue Flycatcher","Ficedula tricolor"
"Orange-headed Thrush","Geokichla citrina"
"Indian Pitta","Pitta brachyura"
"Barred Buttonquail","Turnix suscitator"
"Himalayan Bulbul","Pycnonotus leucogenys"
"Rosy Pipit","Anthus roseatus"
"Crab-Plover","Dromas ardeola"
"Indian Cuckoo","Cuculus micropterus"
"Isabelline Wheatear","Oenanthe isabellina"
"Oriental Skylark","Alauda gulgula"
"Velvet-fronted Nuthatch","Sitta frontalis"
"Fulvous-breasted Woodpecker","Dendrocopos macei"
"Siberian Rubythroat","Calliope calliope"
"Malabar Starling","Sturnia blythii"
"Gray-bellied Tesia","Tesia cyaniventer"
"Indian Blackbird","Turdus simillimus"
"Steppe Eagle","Aquila nipalensis"
"Common Babbler","Turdoides caudata"
